21 30
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 1 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 0
0 1 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 0
0 1 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 1 4 0
0 1 4 4 1 4 4 4 4 4 4 4 4 4 4 4 4 4 1 4 0
0 1 4 4 1 4 1 1 1 1 1 1 1 1 1 1 4 4 1 4 0
0 1 4 4 1 4 4 4 4 4 4 4 4 4 4 1 4 4 1 4 0
0 1 4 4 1 4 4 1 4 2 5 5 5 2 4 1 4 4 1 4 0
0 1 4 4 1 4 4 1 4 4 4 4 4 4 4 1 4 4 1 4 0
0 1 4 4 1 4 4 1 1 1 1 1 1 1 4 1 4 4 1 4 0
0 1 4 4 1 4 4 4 4 4 4 4 4 4 4 1 4 4 1 4 0
0 1 4 4 1 4 4 4 4 4 4 4 4 4 4 4 4 4 1 4 0
0 1 4 0 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1 4 0
0 1 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 0
0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
